SUID	Adduct	charge	cluster index	Compound_Name	Compound_Source	Data_Collector	GNPSLibraryURL	GNPSLinkout_Cluster	INCHI	Instrument	Ion_Source	IonMode	Library_Class	MassDiff	MQScore	MZErrorPPM	name	number of spectra	PI	RTConsensus	RTMean	shared name	SharedPeaks	Smiles	SpectrumID	sum(precursor intensity)
644	EI	0	216	"Methoxynonaethylene glycol, TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000955383	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""216.0"""",""""main.cluster index_upperinput"""":""""216.0""""}"""	"InChI=1S/C22H48O10Si/c1-23-5-6-24-7-8-25-9-10-26-11-12-27-13-14-28-15-16-29-17-18-30-19-20-31-21-22-32-33(2,3)4/h5-22H2,1-4H3"	EI	EI	EI	3	500.302	0.593564	1.00E+06	216	50	NIST	10.52	10.52	216	6	COCCOCCOCCOCCOCCOCCOCCOCCOCCO[Si](C)(C)C	CCMSLIB00000955383	2.74E+09
645	EI	0	217	N-(1-Methylethyl)-3-{[1-(trimethylsilyl)-1H-indol-4-yl]oxy}-2-[(trimethylsilyl)oxy]propan-1-amine	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000900234	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""217.0"""",""""main.cluster index_upperinput"""":""""217.0""""}"""	"InChI=1S/C20H36N2O2Si2/c1-16(2)21-14-17(24-26(6,7)8)15-23-20-11-9-10-19-18(20)12-13-22(19)25(3,4)5/h9-13,16-17,21H,14-15H2,1-8H3"	EI	EI	EI	3	392.232	0.714621	1.00E+06	217	127	NIST	10.52	10.52	217	7	CC(C)NCC(COC1=CC=CC2=C1C=CN2[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000900234	1.20E+09
655		0	218					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""218.0"""",""""main.cluster index_upperinput"""":""""218.0""""}"""									218	169		10.56	10.56	218				3.44E+08
656	EI	0	219	"7-Propyl-1H-indole-2,3-dione, TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000942402	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""219.0"""",""""main.cluster index_upperinput"""":""""219.0""""}"""	"InChI=1S/C14H19NO2Si/c1-5-7-10-8-6-9-11-12(10)15(18(2,3)4)14(17)13(11)16/h6,8-9H,5,7H2,1-4H3"	EI	EI	EI	3	261.118	0.826944	1.00E+06	219	170	NIST	10.67	10.67	219	10	CCCC1=CC=CC2=C1N(C(=O)C2=O)[Si](C)(C)C	CCMSLIB00000942402	2.55E+07
778		0	220					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""220.0"""",""""main.cluster index_upperinput"""":""""220.0""""}"""									220	123		10.67	10.67	220				5890036.516
777	EI	0	221	"Glycine, 3TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000867683	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""221.0"""",""""main.cluster index_upperinput"""":""""221.0""""}"""	"InChI=1S/C11H29NO2Si3/c1-15(2,3)12(16(4,5)6)10-11(13)14-17(7,8)9/h10H2,1-9H3"	EI	EI	EI	3	291.151	0.89862	1.00E+06	221	79	NIST	10.79	10.79	221	9	C[Si](C)(C)N(CC(=O)O[Si](C)(C)C)[Si](C)(C)C	CCMSLIB00000867683	3.05E+08
776	EI	0	223	"Ethanolamine, 3TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000867707	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""223.0"""",""""main.cluster index_upperinput"""":""""223.0""""}"""	"InChI=1S/C11H31NOSi3/c1-14(2,3)12(15(4,5)6)10-11-13-16(7,8)9/h10-11H2,1-9H3"	EI	EI	EI	3	277.171	0.960846	1.00E+06	223	166	NIST	10.93	10.93	223	11	C[Si](C)(C)N(CCO[Si](C)(C)C)[Si](C)(C)C	CCMSLIB00000867707	1.31E+08
775	EI	0	224	"Nitrobenzene, 2-bromo-4-methoxy-6-methoxymethoxy-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000969953	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""224.0"""",""""main.cluster index_upperinput"""":""""224.0""""}"""	"InChI=1S/C9H10BrNO5/c1-14-5-16-8-4-6(15-2)3-7(10)9(8)11(12)13/h3-4H,5H2,1-2H3"	EI	EI	EI	3	290.974	0.774135	1.00E+06	224	160	NIST	10.93	10.93	224	6	COCOC1=C(C(=CC(=C1)OC)Br)[N+](=O)[O-]	CCMSLIB00000969953	3.44E+07
774		0	225					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""225.0"""",""""main.cluster index_upperinput"""":""""225.0""""}"""									225	153		11.03	11.03	225				2.45E+07
773	EI	0	226	"3,6,9,12,15,18-Hexaoxanonadecanoic acid, TBDMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000955377	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""226.0"""",""""main.cluster index_upperinput"""":""""226.0""""}"""	"InChI=1S/C19H40O8Si/c1-19(2,3)28(5,6)27-18(20)17-26-16-15-25-14-13-24-12-11-23-10-9-22-8-7-21-4/h7-17H2,1-6H3"	EI	EI	EI	3	424.249	0.636234	1.00E+06	226	117	NIST	11.03	11.03	226	7	CC(C)(C)[Si](C)(C)OC(=O)COCCOCCOCCOCCOCCOC	CCMSLIB00000955377	7978492.773
283	EI	0	228	"Butanedioic acid, 2TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000990311	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""228.0"""",""""main.cluster index_upperinput"""":""""228.0""""}"""	"InChI=1S/C10H22O4Si2/c1-15(2,3)13-9(11)7-8-10(12)14-16(4,5)6/h7-8H2,1-6H3"	EI	EI	EI	3	262.106	0.945835	1.00E+06	228	170	NIST	11.13	11.13	228	11	C[Si](C)(C)OC(=O)CCC(=O)O[Si](C)(C)C	CCMSLIB00000990311	2.31E+08
771	EI	0	229	"Isoquinolinium, 2-methyl-1-phenyl-, iodide"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000900965	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""229.0"""",""""main.cluster index_upperinput"""":""""229.0""""}"""		EI	EI	EI	3	347.017	0.678951	1.00E+06	229	140	NIST	11.23	11.23	229	7		CCMSLIB00000900965	4664765.425
202	EI	0	230	"1H-1,3-Benzimidazole, 5,6-dimethyl-1-[(2,3,5,6-tetramethylphenyl)methyl]-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001048711	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""230.0"""",""""main.cluster index_upperinput"""":""""230.0""""}"""	"InChI=1S/C20H24N2/c1-12-8-19-20(9-13(12)2)22(11-21-19)10-18-16(5)14(3)7-15(4)17(18)6/h7-9,11H,10H2,1-6H3"	EI	EI	EI	3	292.194	0.748902	1.00E+06	230	154	NIST	11.23	11.23	230	6	CC1=CC(=C(C(=C1C)CN2C=NC3=C2C=C(C(=C3)C)C)C)C	CCMSLIB00001048711	3301698.883
203		0	232					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""232.0"""",""""main.cluster index_upperinput"""":""""232.0""""}"""									232	128		11.28	11.28	232				1936687.85
204		0	233					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""233.0"""",""""main.cluster index_upperinput"""":""""233.0""""}"""									233	141		11.28	11.28	233				624927.2676
200	EI	0	234	"Succinic acid, nonyl 2,3,4,6-tetrachlorophenyl ester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000911325	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""234.0"""",""""main.cluster index_upperinput"""":""""234.0""""}"""	"InChI=1S/C19H24Cl4O4/c1-2-3-4-5-6-7-8-11-26-15(24)9-10-16(25)27-19-14(21)12-13(20)17(22)18(19)23/h12H,2-11H2,1H3"	EI	EI	EI	3	456.043	0.611225	1.00E+06	234	88	NIST	11.32	11.32	234	7	CCCCCCCCCOC(=O)CCC(=O)OC1=C(C(=C(C=C1Cl)Cl)Cl)Cl	CCMSLIB00000911325	5417926.505
201		0	236					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""236.0"""",""""main.cluster index_upperinput"""":""""236.0""""}"""									236	142		11.32	11.32	236				1775110.54
199	EI	0	238	"Octadecanoic acid, 4-hydroxybutyl ester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000945594	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""238.0"""",""""main.cluster index_upperinput"""":""""238.0""""}"""	"InChI=1S/C22H44O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-19-22(24)25-21-18-17-20-23/h23H,2-21H2,1H3"	EI	EI	EI	3	356.329	0.711288	1.00E+06	238	77	NIST	11.32	11.32	238	6	CCCCCCCCCCCCCCCCCC(=O)OCCCCO	CCMSLIB00000945594	494019.8733
340		0	240					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""240.0"""",""""main.cluster index_upperinput"""":""""240.0""""}"""									240	150		11.4	11.4	240				1566072.199
339	EI	0	241	"Glyceric acid, 3TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000943605	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""241.0"""",""""main.cluster index_upperinput"""":""""241.0""""}"""	"InChI=1S/C12H30O4Si3/c1-17(2,3)14-10-11(15-18(4,5)6)12(13)16-19(7,8)9/h11H,10H2,1-9H3"	EI	EI	EI	3	322.145	0.930664	1.00E+06	241	166	NIST	11.45	11.45	241	16	C[Si](C)(C)OCC(C(=O)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000943605	4.73E+07
341		0	242					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""242.0"""",""""main.cluster index_upperinput"""":""""242.0""""}"""									242	146		11.51	11.51	242				3.59E+07
336	EI	0	244	"5-Trimethylsilyloxy-n-valeric acid, trimethylsilyl ester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000990302	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""244.0"""",""""main.cluster index_upperinput"""":""""244.0""""}"""	"InChI=1S/C11H26O3Si2/c1-15(2,3)13-10-8-7-9-11(12)14-16(4,5)6/h7-10H2,1-6H3"	EI	EI	EI	3	262.142	0.898851	1.00E+06	244	167	NIST	11.6	11.6	244	9	C[Si](C)(C)OCCCCC(=O)O[Si](C)(C)C	CCMSLIB00000990302	8512029.533
338	EI	0	246	"benzenesulfonamide, N-(2-hydroxy-1-naphthalenyl)-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001042469	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""246.0"""",""""main.cluster index_upperinput"""":""""246.0""""}"""	"InChI=1S/C16H13NO3S/c18-15-11-10-12-6-4-5-9-14(12)16(15)17-21(19,20)13-7-2-1-3-8-13/h1-11,17-18H"	EI	EI	EI	3	299.062	0.717614	1.00E+06	246	145	NIST	11.73	11.73	246	7	C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC3=CC=CC=C32)O	CCMSLIB00001042469	2459333.127
337		0	247					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""247.0"""",""""main.cluster index_upperinput"""":""""247.0""""}"""									247	143		11.73	11.73	247				2029291.428
343		0	248					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""248.0"""",""""main.cluster index_upperinput"""":""""248.0""""}"""									248	112		11.73	11.73	248				529877.9795
560	EI	0	250	2-Pentacosanone	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000955001	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""250.0"""",""""main.cluster index_upperinput"""":""""250.0""""}"""	"InChI=1S/C25H50O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25(2)26/h3-24H2,1-2H3"	EI	EI	EI	3	366.386	0.874245	1.00E+06	250	137	NIST	11.79	11.79	250	11	CCCCCCCCCCCCCCCCCCCCCCCC(=O)C	CCMSLIB00000955001	3381441.861
558		0	252					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""252.0"""",""""main.cluster index_upperinput"""":""""252.0""""}"""									252	146		11.84	11.84	252				4181505.788
559		0	253					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""253.0"""",""""main.cluster index_upperinput"""":""""253.0""""}"""									253	121		11.84	11.84	253				1372155.624
561	EI	0	256	"1,2,5-Oxadiazol-3-amine, 4-[5-(4-pyridinyl)-1,2,4-oxadiazol-3-yl]-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000967102	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""256.0"""",""""main.cluster index_upperinput"""":""""256.0""""}"""	"InChI=1S/C9H6N6O2/c10-7-6(13-17-14-7)8-12-9(16-15-8)5-1-3-11-4-2-5/h1-4H,(H2,10,14)"	EI	EI	EI	3	230.055	0.590321	1.00E+06	256	133	NIST	11.89	11.89	256	6	C1=CN=CC=C1C2=NC(=NO2)C3=NON=C3N	CCMSLIB00000967102	1826482.024
562	EI	0	257	3-(4-Pyridyl)acrylic acid	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000989240	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""257.0"""",""""main.cluster index_upperinput"""":""""257.0""""}"""	"InChI=1S/C8H7NO2/c10-8(11)2-1-7-3-5-9-6-4-7/h1-6H,(H,10,11)/b2-1+"	EI	EI	EI	3	149.048	0.515391	1.00E+06	257	149	NIST	11.94	11.94	257	6	C1=CN=CC=C1/C=C/C(=O)O	CCMSLIB00000989240	1204722.499
493		0	259					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""259.0"""",""""main.cluster index_upperinput"""":""""259.0""""}"""									259	114		11.94	11.94	259				390103.4075
688	EI	0	260	"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester, (R*,S*)-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000942559	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""260.0"""",""""main.cluster index_upperinput"""":""""260.0""""}"""	"InChI=1S/C17H40O6Si4/c1-24(2,3)20-14(16(18)22-26(7,8)9)13-15(21-25(4,5)6)17(19)23-27(10,11)12/h14-15H,13H2,1-12H3"	EI	EI	EI	3	452.19	0.816222	1.00E+06	260	165	NIST	12	12	260	11	C[Si](C)(C)OC(CC(C(=O)O[Si](C)(C)C)O[Si](C)(C)C)C(=O)O[Si](C)(C)C	CCMSLIB00000942559	1.75E+07
687	EI	0	261	"7-Hydroxy-2,2-dimethyl-tetrahydrofuro[3,2-d][1,3]dioxin-6-one, TBDMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001012619	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""261.0"""",""""main.cluster index_upperinput"""":""""261.0""""}"""	"InChI=1S/C14H26O5Si/c1-13(2,3)20(6,7)19-11-10-9(17-12(11)15)8-16-14(4,5)18-10/h9-11H,8H2,1-7H3"	EI	EI	EI	3	302.155	0.731968	1.00E+06	261	142	NIST	12.05	12.05	261	6	CC1(OCC2C(O1)C(C(=O)O2)O[Si](C)(C)C(C)(C)C)C	CCMSLIB00001012619	3321523.84
686		0	263					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""263.0"""",""""main.cluster index_upperinput"""":""""263.0""""}"""									263	139		12.05	12.05	263				1188682.363
691		0	264					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""264.0"""",""""main.cluster index_upperinput"""":""""264.0""""}"""									264	72		12.05	12.05	264				1129666.736
690	EI	0	265	"Serine, 3TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000900649	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""265.0"""",""""main.cluster index_upperinput"""":""""265.0""""}"""	"InChI=1S/C12H31NO3Si3/c1-17(2,3)13-11(10-15-18(4,5)6)12(14)16-19(7,8)9/h11,13H,10H2,1-9H3/t11-/m0/s1"	EI	EI	EI	3	321.161	0.943762	1.00E+06	265	171	NIST	12.23	12.23	265	15	C[Si](C)(C)N[C@@H](CO[Si](C)(C)C)C(=O)O[Si](C)(C)C	CCMSLIB00000900649	3.37E+08
689		0	266					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""266.0"""",""""main.cluster index_upperinput"""":""""266.0""""}"""									266	155		12.26	12.26	266				4.00E+07
692	EI	0	269	"2-Eicosanoylglycerol, 2TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000896845	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""269.0"""",""""main.cluster index_upperinput"""":""""269.0""""}"""	"InChI=1S/C29H62O4Si2/c1-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-29(30)33-28(26-31-34(2,3)4)27-32-35(5,6)7/h28H,8-27H2,1-7H3"	EI	EI	EI	3	530.419	0.618187	1.00E+06	269	152	NIST	12.33	12.33	269	6	CCCCCCCCCCCCCCCCCCCC(=O)OC(CO[Si](C)(C)C)CO[Si](C)(C)C	CCMSLIB00000896845	1.76E+07
113	EI	0	271	"2,4,6,8,9,10-Hexathiatricyclo[3.3.1.1(3,7)]decane-1-propanoic acid, 3,5,7-trimethyl-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000955462	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""271.0"""",""""main.cluster index_upperinput"""":""""271.0""""}"""	"InChI=1S/C10H14O2S6/c1-7-13-8(2)15-9(3,14-7)18-10(16-7,17-8)5-4-6(11)12/h4-5H2,1-3H3,(H,11,12)"	EI	EI	EI	3	357.932	0.712309	1.00E+06	271	132	NIST	12.45	12.45	271	6	CC12SC3(SC(S1)(SC(S2)(S3)CCC(=O)O)C)C	CCMSLIB00000955462	4492546.592
114		0	272					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""272.0"""",""""main.cluster index_upperinput"""":""""272.0""""}"""									272	156		12.45	12.45	272				2101340.82
406	EI	0	273	"3-Indolepropionic acid, 2TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001023527	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""273.0"""",""""main.cluster index_upperinput"""":""""273.0""""}"""	"InChI=1S/C17H27NO2Si2/c1-21(2,3)18-13-14(15-9-7-8-10-16(15)18)11-12-17(19)20-22(4,5)6/h7-10,13H,11-12H2,1-6H3"	EI	EI	EI	3	333.158	0.711657	1.00E+06	273	171	NIST	12.51	12.51	273	7	C[Si](C)(C)N1C=C(C2=CC=CC=C21)CCC(=O)O[Si](C)(C)C	CCMSLIB00001023527	3.13E+07
116		0	274					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""274.0"""",""""main.cluster index_upperinput"""":""""274.0""""}"""									274	153		12.51	12.51	274				1583290.423
117	EI	0	276	"Pyridine, 3-bromo-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000937331	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""276.0"""",""""main.cluster index_upperinput"""":""""276.0""""}"""	InChI=1S/C5H4BrN/c6-5-2-1-3-7-4-5/h1-4H	EI	EI	EI	3	156.953	0.598107	1.00E+06	276	151	NIST	12.7	12.7	276	6	C1=CC(=CN=C1)Br	CCMSLIB00000937331	2264980.807
669	EI	0	280	"N-(6-Aminosulfonyl-2-benzothiazolyl)-2,4-dichlorobenzamide"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000967288	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""280.0"""",""""main.cluster index_upperinput"""":""""280.0""""}"""	"InChI=1S/C14H9Cl2N3O3S2/c15-7-1-3-9(10(16)5-7)13(20)19-14-18-11-4-2-8(24(17,21)22)6-12(11)23-14/h1-6H,(H2,17,21,22)(H,18,19,20)"	EI	EI	EI	3	400.946	0.592965	1.00E+06	280	143	NIST	12.75	12.75	280	6	C1=CC2=C(C=C1S(=O)(=O)N)SC(=N2)NC(=O)C3=C(C=C(C=C3)Cl)Cl	CCMSLIB00000967288	1159032.936
670		0	282					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""282.0"""",""""main.cluster index_upperinput"""":""""282.0""""}"""									282	125		12.79	12.79	282				1482089.217
