sample_name	diet	digestive_strategy	HostSpecies	HostOrder	HostSpecies_taxonomy	Order_diet	Collected_by	Day	Month	Year	Type	File_polar	Polar_order	File_lipids_neg	File_lipids_pos	Lipids_order	File_VFA	VFA_order	File_GCMS	GCMS_order	File_polar.1	Sex	collection_time
Sheep_5	Herbivores	Foregut	Sheep	Artiodactyla	Ovis_aries	Artiodactyla_Herbivores	Ruthie	11	1	2017	Feces	Sample-2E4.mzXML	81	lipids-230718-neg-5.mzXML	lipids-230718-pos-5.mzXML	18	12_25_2018-inj-19	19	2019-01-13-inj-18.mzML	18	Sample-2E4	F	0-2hr
Tiger_1	Carnivores	Simplegut	Tiger	Carnivora	Panthera_tigris	Carnivora_Carnivores	Stav	23	9	2016	Feces	Sample-1D5.mzXML	26	lipids-230718-neg-12.mzXML	lipids-230718-pos-12.mzXML	72	12_27_2018-inj-106	106	2019-01-15-inj-77.mzML	77	Sample-1D5	M	0-2hr
Tiger_2	Carnivores	Simplegut	Tiger	Carnivora	Panthera_tigris	Carnivora_Carnivores	Stav	23	2	2017	Feces	Sample-2A1.mzXML	46	lipids-230718-neg-13.mzXML	lipids-230718-pos-13.mzXML	43	12_26_2018-inj-52	52	2019-01-14-inj-44.mzML	44	Sample-2A1	M	Delayed
Wolf_1	Carnivores	Simplegut	Israeli_Wolf	Carnivora	Canis_lupus	Carnivora_Carnivores	Ruthie+Ishay	1	3	2017	Feces	Sample-X-101.mzXML	99	lipids-230718-neg-40.mzXML	lipids-230718-pos-40.mzXML	52	12_27_2018-inj-130	130	2019-01-15-inj-60.mzML	60	Sample-X-101	F	0-2hr
Wolf_2	Carnivores	Simplegut	Cape_Hunting_dog	Carnivora	Lycaon_pictus	Carnivora_Carnivores	Ruthie+Ishay	2	3	2017	Feces	Sample-2B7.mzXML	60	lipids-230718-neg-51.mzXML	lipids-230718-pos-51.mzXML	11	12_25_2018-inj-10	10	2019-01-13-inj-10.mzML	10	Sample-2B7	F	Delayed
Zebra_1	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-2C8.mzXML	69	lipids-230718-neg-85.mzXML	lipids-230718-pos-85.mzXML	26	12_26_2018-inj-27	27	2019-01-13-inj-26.mzML	26	Sample-2C8	NA	0-2hr
Zebra_10	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-2A5.mzXML	50	lipids-230718-neg-94.mzXML	lipids-230718-pos-94.mzXML	118	12_26_2018-inj-83	83	2019-01-21-inj-134.mzML	134	Sample-2A5	NA	0-2hr
Zebra_11	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-1E1.mzXML	30	lipids-230718-neg-95.mzXML	lipids-230718-pos-95.mzXML	27	12_26_2018-inj-28	28	2019-01-13-inj-27.mzML	27	Sample-1E1	NA	0-2hr
Zebra_12	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-1C6.mzXML	19	lipids-230718-neg-96.mzXML	lipids-230718-pos-96.mzXML	68	12_27_2018-inj-126	126	2019-01-15-inj-75.mzML	75	Sample-1C6	NA	0-2hr
Zebra_13	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-2E3.mzXML	80	lipids-230718-neg-97.mzXML	lipids-230718-pos-97.mzXML	41	12_26_2018-inj-40	40	2019-01-14-inj-41.mzML	41	Sample-2E3	NA	0-2hr
Zebra_14	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-1F2.mzXML	39	lipids-230718-neg-98.mzXML	lipids-230718-pos-98.mzXML	122	12_26_2018-inj-70	70	2019-01-17-inj-114.mzML	114	Sample-1F2	NA	0-2hr
Zebra_15	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-2B6.mzXML	59	lipids-230718-neg-99.mzXML	lipids-230718-pos-99.mzXML	106	12_26_2018-inj-104	104	2019-01-21-inj-145.mzML	145	Sample-2B6	NA	0-2hr
Zebra_16	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-2E2.mzXML	79	lipids-230718-neg-100.mzXML	lipids-230718-pos-100.mzXML	58	12_27_2018-inj-136	136	2019-01-15-inj-64.mzML	64	Sample-2E2	NA	0-2hr
Zebra_2	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-2F4.mzXML	89	lipids-230718-neg-86.mzXML	lipids-230718-pos-86.mzXML	67	12_27_2018-inj-125	125	2019-01-15-inj-74.mzML	74	Sample-2F4	NA	0-2hr
Zebra_3	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-X-87.mzXML	101	lipids-230718-neg-87.mzXML	lipids-230718-pos-87.mzXML	40	12_26_2018-inj-39	39	2019-01-28-inj-211.mzML	211	Sample-X-87	NA	0-2hr
Zebra_4	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-2D1.mzXML	70	lipids-230718-neg-88.mzXML	lipids-230718-pos-88.mzXML	121	12_26_2018-inj-69	69	2019-02-10-inj-226.mzML	226	Sample-2D1	NA	0-2hr
Zebra_5	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-2F5.mzXML	90	lipids-230718-neg-89.mzXML	lipids-230718-pos-89.mzXML	105	12_26_2018-inj-103	103	2019-01-21-inj-144.mzML	144	Sample-2F5	NA	0-2hr
Zebra_6	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-1C7.mzXML	20	lipids-230718-neg-90.mzXML	lipids-230718-pos-90.mzXML	57	12_27_2018-inj-135	135	2019-01-15-inj-63.mzML	63	Sample-1C7	NA	0-2hr
Zebra_7	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-1F3.mzXML	40	lipids-230718-neg-91.mzXML	lipids-230718-pos-91.mzXML	15	12_25_2018-inj-15	15	2019-01-13-inj-15.mzML	15	Sample-1F3	NA	0-2hr
Zebra_8	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-1B5.mzXML	10	lipids-230718-neg-92.mzXML	lipids-230718-pos-92.mzXML	79	12_27_2018-inj-114	114	2019-01-17-inj-95.mzML	95	Sample-1B5	NA	0-2hr
Zebra_9	Herbivores	Hindgut	Zebra	Perissodactyla	Equus_burchelli_boehmi	Perissodactyla_Herbivores	Stav	23	2	2017	Feces	Sample-X-93.mzXML	100	lipids-230718-neg-93.mzXML	lipids-230718-pos-93.mzXML	93	12_26_2018-inj-60	60	2019-01-28-inj-212.mzML	212	Sample-X-93	NA	0-2hr
Cauliflower_leaves	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-1.mzXML	102	109-lipids-120918-neg-137.mzXML	110-lipids-120918-pos-137.mzXML	235	NA	NA	2019-01-23-inj-197.mzML	197	Food-310518-1		
Yellow_bell_pepper	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-2.mzXML	103	27-lipids-120918-neg-102.mzXML	28-lipids-120918-pos-102.mzXML	153	NA	NA	2019-01-21-inj-151.mzML	151	Food-310518-2		
Cattle_mix_pellets	Pellets	NA	Pellets	NA	NA	NA_Pellets	Rachel	1	3	2018	Food	Food-310518-3.mzXML	104	29-lipids-120918-neg-103.mzXML	30-lipids-120918-pos-103.mzXML	155	NA	NA	2019-01-21-inj-152.mzML	152	Food-310518-3		
Cauliflower_floret	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-4.mzXML	105	31-lipids-120918-neg-104.mzXML	32-lipids-120918-pos-104.mzXML	157	NA	NA	2019-01-21-inj-153.mzML	153	Food-310518-4		
Eggplant	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-6.mzXML	107	35-lipids-120918-neg-106.mzXML	36-lipids-120918-pos-106.mzXML	161	NA	NA	2019-01-21-inj-154.mzML	154	Food-310518-6		
Cucumber	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-7.mzXML	108	37-lipids-120918-neg-107.mzXML	38-lipids-120918-pos-107.mzXML	163	NA	NA	2019-01-21-inj-155.mzML	155	Food-310518-7		
Watermelon	Fruit	NA	Fruit	NA	NA	NA_Fruit	Rachel	1	3	2018	Food	Food-310518-8.mzXML	109	39-lipids-120918-neg-108.mzXML	40-lipids-120918-pos-108.mzXML	165	NA	NA	2019-01-21-inj-156.mzML	156	Food-310518-8		
Beets	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-9.mzXML	110	41-lipids-120918-neg-109.mzXML	42-lipids-120918-pos-109.mzXML	167	NA	NA	2019-01-21-inj-157.mzML	157	Food-310518-9		
Wheat_straw	Straw	NA	Straw	NA	NA	NA_Straw	Rachel	1	3	2018	Food	Food-310518-10.mzXML	111	43-lipids-120918-neg-110.mzXML	44-lipids-120918-pos-110.mzXML	169	NA	NA	2019-01-21-inj-158.mzML	158	Food-310518-10		
Hardboiled_egg_yolk	Meat	NA	Meat	NA	NA	NA_Meat	Rachel	16	5	2018	Food	Food-310518-11.mzXML	112	45-lipids-120918-neg-111.mzXML	46-lipids-120918-pos-111.mzXML	171	NA	NA	2019-01-21-inj-159.mzML	159	Food-310518-11		
Chicken	Meat	NA	Meat	NA	NA	NA_Meat	Rachel	1	3	2018	Food	Food-310518-12.mzXML	113	47-lipids-120918-neg-112.mzXML	48-lipids-120918-pos-112.mzXML	173	NA	NA	2019-01-21-inj-160.mzML	160	Food-310518-12		
Cabbage	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-13.mzXML	114	49-lipids-120918-neg-113.mzXML	50-lipids-120918-pos-113.mzXML	175	NA	NA	2019-01-21-inj-161.mzML	161	Food-310518-13		
Vicia_straw	Straw	NA	Straw	NA	NA	NA_Straw	Rachel	1	3	2018	Food	Food-310518-14.mzXML	115	51-lipids-120918-neg-114.mzXML	52-lipids-120918-pos-114.mzXML	177	NA	NA	2019-01-21-inj-163.mzML	163	Food-310518-14		
Red_bell_pepper	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-15.mzXML	116	53-lipids-120918-neg-115.mzXML	54-lipids-120918-pos-115.mzXML	179	NA	NA	2019-01-21-inj-164.mzML	164	Food-310518-15		
Zucchini	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-16.mzXML	117	61-lipids-120918-neg-116.mzXML	62-lipids-120918-pos-116.mzXML	187	NA	NA	2019-01-21-inj-165.mzML	165	Food-310518-16		
Mealworm	Meat	NA	Meat	NA	NA	NA_Meat	Rachel	1	3	2018	Food	Food-310518-17.mzXML	118	63-lipids-120918-neg-117.mzXML	64-lipids-120918-pos-117.mzXML	189	NA	NA	2019-01-23-inj-172.mzML	172	Food-310518-17		
Lettuce	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-18.mzXML	119	65-lipids-120918-neg-118.mzXML	66-lipids-120918-pos-118.mzXML	191	NA	NA	2019-01-23-inj-173.mzML	173	Food-310518-18		
Melon	Fruit	NA	Fruit	NA	NA	NA_Fruit	Rachel	2	5	2018	Food	Food-310518-19.mzXML	120	67-lipids-120918-neg-119.mzXML	68-lipids-120918-pos-119.mzXML	193	NA	NA	2019-01-23-inj-174.mzML	174	Food-310518-19		
Alfalfa_straw	Straw	NA	Straw	NA	NA	NA_Straw	Rachel	1	3	2018	Food	Food-310518-20.mzXML	121	69-lipids-120918-neg-120.mzXML	70-lipids-120918-pos-120.mzXML	195	NA	NA	2019-01-23-inj-175.mzML	175	Food-310518-20		
Birds_mix_pellet	Pellets	NA	Pellets	NA	NA	NA_Pellets	Rachel	1	3	2018	Food	Food-310518-21.mzXML	122	71-lipids-120918-neg-121.mzXML	72-lipids-120918-pos-121.mzXML	197	NA	NA	2019-01-23-inj-176.mzML	176	Food-310518-21		
Peanuts	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-22.mzXML	123	73-lipids-120918-neg-122.mzXML	74-lipids-120918-pos-122.mzXML	199	NA	NA	2019-01-23-inj-177.mzML	177	Food-310518-22		
Persimmon	Fruit	NA	Fruit	NA	NA	NA_Fruit	Rachel	1	3	2018	Food	Food-310518-23.mzXML	124	75-lipids-120918-neg-123.mzXML	76-lipids-120918-pos-123.mzXML	201	NA	NA	2019-01-23-inj-178.mzML	178	Food-310518-23		
Green_apple	Fruit	NA	Fruit	NA	NA	NA_Fruit	Rachel	1	3	2018	Food	Food-310518-24.mzXML	125	77-lipids-120918-neg-124.mzXML	78-lipids-120918-pos-124.mzXML	203	NA	NA	2019-01-23-inj-179.mzML	179	Food-310518-24		
Oats_straw	Straw	NA	Straw	NA	NA	NA_Straw	Rachel	1	3	2018	Food	Food-310518-25.mzXML	126	79-lipids-120918-neg-125.mzXML	80-lipids-120918-pos-125.mzXML	205	NA	NA	2019-01-23-inj-180.mzML	180	Food-310518-25		
Bonzo_pellets	Pellets	NA	Pellets	NA	NA	NA_Pellets	Rachel	1	3	2018	Food	Food-310518-26.mzXML	127	81-lipids-120918-neg-126.mzXML	82-lipids-120918-pos-126.mzXML	207	NA	NA	2019-01-23-inj-186.mzML	186	Food-310518-26		
Sweet_potato	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-28.mzXML	129	91-lipids-120918-neg-128.mzXML	92-lipids-120918-pos-128.mzXML	217	NA	NA	2019-01-23-inj-188.mzML	188	Food-310518-28		
Beef	Meat	NA	Meat	NA	NA	NA_Meat	Rachel	1	3	2018	Food	Food-310518-29.mzXML	130	93-lipids-120918-neg-129.mzXML	94-lipids-120918-pos-129.mzXML	219	NA	NA	2019-01-23-inj-189.mzML	189	Food-310518-29		
Mouse	Meat	NA	Meat	NA	NA	NA_Meat	Rachel	1	3	2018	Food	Food-310518-30.mzXML	131	95-lipids-120918-neg-130.mzXML	96-lipids-120918-pos-130.mzXML	221	NA	NA	2019-01-23-inj-190.mzML	190	Food-310518-30		
Tomato	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-31.mzXML	132	97-lipids-120918-neg-131.mzXML	98-lipids-120918-pos-131.mzXML	223	NA	NA	2019-01-23-inj-191.mzML	191	Food-310518-31		
Kohlrabi	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-32.mzXML	133	99-lipids-120918-neg-132.mzXML	100-lipids-120918-pos-132.mzXML	225	NA	NA	2019-01-23-inj-192.mzML	192	Food-310518-32		
Fennel	Plants	NA	Plants	NA	NA	NA_Plants	Rachel	1	3	2018	Food	Food-310518-33.mzXML	134	101-lipids-120918-neg-133.mzXML	102-lipids-120918-pos-133.mzXML	227	NA	NA	2019-01-23-inj-193.mzML	193	Food-310518-33		
Fish	Meat	NA	Meat	NA	NA	NA_Meat	Rachel	1	3	2018	Food	Food-310518-34.mzXML	135	103-lipids-120918-neg-134.mzXML	104-lipids-120918-pos-134.mzXML	229	NA	NA	2019-01-23-inj-194.mzML	194	Food-310518-34		
Hardboiled_egg_white	Meat	NA	Meat	NA	NA	NA_Meat	Rachel	16	5	2018	Food	Food-310518-35.mzXML	136	105-lipids-120918-neg-135.mzXML	106-lipids-120918-pos-135.mzXML	231	NA	NA	2019-01-23-inj-195.mzML	195	Food-310518-35		
Banana	Fruit	NA	Fruit	NA	NA	NA_Fruit	Rachel	1	3	2018	Food	Food-310518-36.mzXML	137	107-lipids-120918-neg-136.mzXML	108-lipids-120918-pos-136.mzXML	233	NA	NA	2019-01-23-inj-196.mzML	196	Food-310518-36		
QC_1	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-230718-neg-1.mzXML	QC-230718-pos-1.mzXML	3	NA	NA	2019-01-13-inj-4.mzML	4	NA		
QC_2	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	QC2.mzXML	NA	QC-230718-neg-1_180724001524.mzXML	QC-230718-pos-1_180724004019.mzXML	4	NA	NA	2019-01-13-inj-5.mzML	5	QC2		
QC_3	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	QC3.mzXML	NA	QC-230718-neg-1_180724010517.mzXML	QC-230718-pos-1_180724013012.mzXML	5	NA	NA	2019-01-14-inj-31.mzML	31	QC3		
QC_4	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	QC4.mzXML	NA	QC-230718-neg-2.mzXML	QC-230718-pos-2.mzXML	6	NA	NA	2019-01-14-inj-42.mzML	42	QC4		
QC_5	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-230718-neg-3.mzXML	QC-230718-pos-3.mzXML	17	NA	NA	2019-01-15-inj-58.mzML	58	NA		
QC_6	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-230718-neg-4.mzXML	QC-230718-pos-4.mzXML	28	NA	NA	2019-01-15-inj-70.mzML	70	NA		
QC_7	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-230718-neg-4-b.mzXML	QC-230718-pos-4-b.mzXML	30	NA	NA	2019-01-16-inj-83.mzML	83	NA		
QC_8	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-230718-neg-4-c.mzXML	QC-230718-pos-4-c.mzXML	31	NA	NA	2019-01-17-inj-94.mzML	94	NA		
QC_9	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-230718-neg-5.mzXML	QC-230718-pos-5.mzXML	46	NA	NA	2019-01-17-inj-104.mzML	104	NA		
QC_10	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-250718-neg-6.mzXML	QC-250718-pos-6.mzXML	48	NA	NA	2019-01-21-inj-120.mzML	123	NA		
QC_11	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-250718-neg-7.mzXML	QC-250718-pos-7.mzXML	70	NA	NA	2019-01-21-inj-124.mzML	124	NA		
QC_12	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-250718-neg-8.mzXML	QC-250718-pos-8.mzXML	80	NA	NA	2019-01-21-inj-135.mzML	135	NA		
QC_13	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-250718-neg-9.mzXML	QC-250718-pos-9.mzXML	94	NA	NA	2019-01-21-inj-146.mzML	146	NA		
QC_14	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-250718-neg-10.mzXML	QC-250718-pos-10.mzXML	96	NA	NA	2019-01-21-inj-162.mzML	162	NA		
QC_15	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-250718-neg-11.mzXML	QC-250718-pos-11.mzXML	107	NA	NA	2019-01-23-inj-181.mzML	181	NA		
QC_16	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-250718-neg-12.mzXML	QC-250718-pos-12.mzXML	123	NA	NA	2019-01-23-inj-185.mzML	185	NA		
QC_17	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	QC-250718-neg-13.mzXML	QC-250718-pos-13.mzXML	124	NA	NA	2019-01-23-inj-198.mzML	198	NA		
QC_18	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	07-lipids-120918-neg-QC-22.mzXML	08-lipids-120918-pos-QC-22.mzXML	133	NA	NA	2019-01-28-inj-206.mzML	206	NA		
QC_19	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	09-lipids-120918-neg-QC-23.mzXML	10-lipids-120918-pos-QC-23.mzXML	135	NA	NA	2019-01-28-inj-207.mzML	207	NA		
QC_20	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	11-lipids-120918-neg-QC-14.mzXML	12-lipids-120918-pos-QC-14.mzXML	137	NA	NA	2019-01-28-inj-213.mzML	213	NA		
QC_21	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	13-lipids-120918-neg-QC-15.mzXML	14-lipids-120918-pos-QC-15.mzXML	139	NA	NA	2019-02-10-inj-223.mzML	223	NA		
QC_22	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	19-lipids-120918-neg-QC-16.mzXML	20-lipids-120918-pos-QC-16.mzXML	145	NA	NA	2019-02-10-inj-227.mzML	227	NA		
QC_23	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	21-lipids-120918-neg-QC-17.mzXML	22-lipids-120918-pos-QC-17.mzXML	147	NA	NA	2019-02-13-inj-236.mzML	236	NA		
QC_24	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	25-lipids-120918-neg-QC-24.mzXML	26-lipids-120918-pos-QC-24.mzXML	151	NA	NA	2019-02-13-inj-237.mzML	237	NA		
QC_25	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	55-lipids-120918-neg-QC-25.mzXML	56-lipids-120918-pos-QC-25.mzXML	181	NA	NA	2019-02-13-inj-235.mzML	235	NA		
QC_26	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	59-lipids-120918-neg-QC-26.mzXML	60-lipids-120918-pos-QC-26.mzXML	185	NA	NA	2019-02-10-inj-222.mzML	222	NA		
QC_27	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	83-lipids-120918-neg-QC-27.mzXML	84-lipids-120918-pos-QC-27.mzXML	209	NA	NA	2019-02-10-inj-221.mzML	221	NA		
QC_28	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	87-lipids-120918-neg-QC-28.mzXML	88-lipids-120918-pos-QC-28.mzXML	213	NA	NA	NA	NA	NA		
QC_29	QC	NA	QC	NA	NA	NA_QC	NA	NA	NA	NA	QC	NA	NA	111-lipids-120918-neg-QC-29.mzXML	112-lipids-120918-pos-QC-29.mzXML	237	NA	NA	NA	NA	NA		
Bkgrnd_1_food	Blank	NA	Blank	NA	NA	NA_Blank	Rachel	1	3	2018	Blank	Food-310518-5.mzXML	106	33-lipids-120918-neg-105.mzXML	34-lipids-120918-pos-105.mzXML	159	NA	NA	2019-01-21-inj-150.mzML	150	Food-310518-5		
Bkgrnd_2_food	Blank	NA	Blank	NA	NA	NA_Blank	Rachel	1	3	2018	Blank	Food-310518-27.mzXML	128	89-lipids-120918-neg-127.mzXML	90-lipids-120918-pos-127.mzXML	215	NA	NA	2019-01-23-inj-187.mzML	187	Food-310518-27		
Bkgrnd_feces	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	Bkgrnd.mzXML	142	NA	NA	NA	NA	NA	NA	NA	Bkgrnd		
Blank_feces-MeOH	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	blank-MeOH-6-DD.mzXML	143	MeOH-230718-neg-2.mzXML	MeOH-230718-pos-2.mzXML	2	NA	NA	NA	NA	blank-MeOH-6-DD		
Blank_food-MeOH	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	blank-MeOH-1-310518.mzXML	141	01-wash-neg-120918.mzXML	02-wash-pos-120918.mzXML	127	NA	NA	NA	NA	blank-MeOH-1-310518		
Blank_1	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	MeOH-230718-neg-1.mzXML	MeOH-230718-pos-1.mzXML	1	NA	NA	2019-01-13-1-pyr.mzML	-3	NA		
Blank_2	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	MeOH-230718-neg-4.mzXML	MeOH-230718-pos-4.mzXML	29	NA	NA	2019-01-13-2-pyr.mzML	-2	NA		
Blank_3	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	MeOH-230718-neg-5.mzXML	MeOH-230718-pos-5.mzXML	47	NA	NA	2019-01-13-3-pyr.mzML	-1	NA		
Blank_4	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	MeOH-250718-neg-1.mzXML	MeOH-250718-pos-1.mzXML	69	NA	NA	2019-01-13-inj-28.mzML	28	NA		
Blank_5	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	MeOH-250718-neg-2.mzXML	MeOH-250718-pos-2.mzXML	95	NA	NA	2019-01-14-inj-55.mzML	55	NA		
Blank_6	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	MeOH-250718-neg-3.mzXML	MeOH-250718-pos-3.mzXML	108	NA	NA	2019-01-15-inj-80.mzML	80	NA		
Blank_7	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	MeOH-250718-neg-4.mzXML	MeOH-250718-pos-4.mzXML	125	NA	NA	2019-01-17-inj-115.mzML	115	NA		
Blank_8	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	MeOH-250718-neg-5.mzXML	MeOH-250718-pos-5.mzXML	126	NA	NA	2019-01-17-inj-89.mzML	89	NA		
Blank_9	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	23-wash-neg-120918.mzXML	24-wash-pos-120918.mzXML	150	NA	NA	2019-01-17-inj-90.mzML	90	NA		
Blank_10	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	57-wash-neg-120918.mzXML	58-wash-pos-120918.mzXML	183	NA	NA	2019-01-17-inj-91.mzML	91	NA		
Blank_11	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	85-wash-neg-120918.mzXML	86-wash-pos-120918.mzXML	212	NA	NA	2019-01-21-inj-116.mzML	116	NA		
Blank_12	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	113-wash-neg-120918.mzXML	114-wash-pos-120918.mzXML	240	NA	NA	2019-01-21-inj-117.mzML	117	NA		
Blank_13	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	115-wash-neg-120918.mzXML	116-wash-pos-120918.mzXML	242	NA	NA	2019-01-21-inj-118.mzML	118	NA		
Blank_14	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	117-wash-neg-120918.mzXML	118-wash-pos-120918.mzXML	244	NA	NA	2019-01-21-inj-147.mzML	147	NA		
